Adj Close,Volume
2425.550049,3415680000
2428.370117,2788150000
2452.51001,2777490000
2444.040039,2785290000
2438.969971,2846590000
2443.050049,2588780000
2444.23999,2677700000
2446.300049,2737580000
2457.590088,2633660000
2471.649902,3348110000
2476.550049,2710730000
2457.850098,3490260000
2465.540039,3374410000
2465.100098,3353930000
2461.429932,3302490000
2488.110107,3291760000
2496.47998,3230920000
2498.370117,3368050000
2495.620117,3414460000
2500.22998,4853170000
2503.870117,3194300000
2506.649902,3249100000
2508.23999,3530010000
2500.600098,2930860000
2502.219971,2865960000
2496.659912,3297890000
2496.840088,3043110000
2507.040039,3456030000
2510.060059,3168620000
2519.360107,3211920000
2529.120117,3199730000
2534.580078,3068850000
2537.73999,3017120000
2552.070068,3045120000
2549.330078,2884570000
2544.72998,2483970000
2550.639893,2960500000
2555.23999,2976090000
2550.929932,3151510000
2553.169922,3149440000
2557.639893,2916020000
2559.360107,2889390000
2561.26001,2998090000
2562.100098,2990710000
2575.209961,3384650000
2564.97998,3211710000
2569.129883,3427330000
2557.149902,3874510000
2560.399902,3869050000
2581.070068,3887110000
2572.830078,3658870000
2575.26001,3827230000
2579.360107,3813180000
2579.850098,4048270000
2587.840088,3567710000
2591.129883,3539080000
2590.639893,3809650000
2594.379883,3899360000
2584.620117,3831610000
2582.300049,3486910000
2584.840088,3402930000
2578.870117,3641760000
2564.620117,3558890000
2585.639893,3312710000
2578.850098,3300160000
2582.139893,3003540000
2599.030029,3332720000
2597.080078,2762950000
2602.419922,1349780000
2601.419922,3006860000
2627.040039,3488420000
2626.070068,4078280000
2647.580078,4938490000
2642.219971,3942320000
2639.439941,4023150000
2629.570068,3539040000
2629.27002,3229000000
2636.97998,3292400000
2651.5,3106150000
2659.98999,3091950000
2664.110107,3555680000
2662.850098,3542370000
2652.01001,3430030000
2675.810059,5723920000
2690.159912,3724660000
2681.469971,3368590000
2679.25,3241030000
2684.570068,3273390000
2683.340088,2399830000
2680.5,1968780000
2682.620117,2202080000
2687.540039,2153330000
2673.610107,2443490000
2695.810059,3367250000
2713.060059,3538660000
2723.98999,3695260000
2743.149902,3236620000
2747.709961,3242650000
2751.290039,3453480000
2748.22998,3576350000
2767.560059,3641320000
2786.23999,3573970000
2776.419922,4325970000
2802.560059,3778050000
2798.030029,3681470000
